anum,n_terms,found,class,order,degree,L_H,n_singular,error
A000011,40,False,genuine_spurious,,,,,
A000013,39,False,undetermined,,,,,
A000026,72,False,genuine_spurious,,,,,
A000030,133,False,genuine_spurious,,,,,
A000044,49,False,genuine_spurious,,,,,
A000134,60,False,genuine_spurious,,,,,
A000164,105,False,genuine_spurious,,,,,
A000220,37,False,undetermined,,,,,
A000249,30,False,undetermined,,,,,
A000378,72,False,genuine_spurious,,,,,
A000393,31,False,undetermined,,,,,
A000398,60,False,genuine_spurious,,,,,
A000418,32,False,undetermined,,,,,
A000429,32,False,undetermined,,,,,
A000433,58,False,genuine_spurious,,,,,
A000480,80,False,genuine_spurious,,,,,
A000493,84,False,genuine_spurious,,,,,
A000621,40,False,genuine_spurious,,,,,
A000623,32,False,undetermined,,,,,
A000626,36,False,undetermined,,,,,
A000805,32,False,undetermined,,,,,
A000855,82,False,genuine_spurious,,,,,
A000926,65,False,genuine_spurious,,,,,
A000927,38,False,undetermined,,,,,
A000999,87,False,genuine_spurious,,,,,
A001009,39,False,undetermined,,,,,
A001073,106,False,genuine_spurious,,,,,
A001102,48,False,genuine_spurious,,,,,
A001103,46,False,genuine_spurious,,,,,
A001104,39,False,undetermined,,,,,
A001129,36,False,undetermined,,,,,
A001156,68,False,genuine_spurious,,,,,
A001307,50,False,genuine_spurious,,,,,
A001310,59,False,genuine_spurious,,,,,
A001319,73,False,genuine_spurious,,,,,
A001343,85,False,genuine_spurious,,,,,
A001362,60,False,genuine_spurious,,,,,
A001419,30,False,undetermined,,,,,
A001422,31,False,undetermined,,,,,
A001476,69,False,genuine_spurious,,,,,
A001584,60,False,genuine_spurious,,,,,
A001617,102,False,genuine_spurious,,,,,
A001676,63,False,genuine_spurious,,,,,
A001745,66,False,genuine_spurious,,,,,
A001899,87,False,genuine_spurious,,,,,
A001951,72,False,genuine_spurious,,,,,
A001952,58,False,genuine_spurious,,,,,
A001987,42,False,genuine_spurious,,,,,
A001991,35,False,undetermined,,,,,
A002015,60,False,genuine_spurious,,,,,
A002113,61,False,genuine_spurious,,,,,
A002124,59,False,genuine_spurious,,,,,
A002373,98,False,genuine_spurious,,,,,
A002374,72,False,genuine_spurious,,,,,
A002376,105,False,genuine_spurious,,,,,
A002473,65,False,genuine_spurious,,,,,
A002569,54,False,genuine_spurious,,,,,
A002574,40,False,genuine_spurious,,,,,
A002796,62,False,genuine_spurious,,,,,
A002808,64,False,genuine_spurious,,,,,
A002892,41,False,genuine_spurious,,,,,
A002924,41,False,genuine_spurious,,,,,
A002962,32,False,undetermined,,,,,
A002998,46,False,genuine_spurious,,,,,
A003004,70,False,genuine_spurious,,,,,
A003005,69,False,genuine_spurious,,,,,
A003045,62,False,genuine_spurious,,,,,
A003073,49,False,genuine_spurious,,,,,
A003074,93,False,genuine_spurious,,,,,
A003108,87,False,genuine_spurious,,,,,
A003132,71,False,genuine_spurious,,,,,
A003143,42,False,genuine_spurious,,,,,
A003151,60,False,genuine_spurious,,,,,
A003171,59,False,genuine_spurious,,,,,
A003196,41,False,genuine_spurious,,,,,
A003252,59,False,genuine_spurious,,,,,
A003351,49,False,genuine_spurious,,,,,
A003352,40,False,genuine_spurious,,,,,
A003353,51,False,genuine_spurious,,,,,
A003354,51,False,genuine_spurious,,,,,
A003355,52,False,genuine_spurious,,,,,
A003356,52,False,genuine_spurious,,,,,
A003357,53,False,genuine_spurious,,,,,
A003362,47,False,genuine_spurious,,,,,
A003363,47,False,genuine_spurious,,,,,
A003364,48,False,genuine_spurious,,,,,
A003365,48,False,genuine_spurious,,,,,
A003368,48,False,genuine_spurious,,,,,
A003373,41,False,genuine_spurious,,,,,
A003374,44,False,genuine_spurious,,,,,
A003375,45,False,genuine_spurious,,,,,
A003384,40,False,genuine_spurious,,,,,
A003385,40,False,genuine_spurious,,,,,
A003395,39,False,undetermined,,,,,
A003396,40,False,genuine_spurious,,,,,
A003428,30,False,undetermined,,,,,
A003587,67,False,genuine_spurious,,,,,
A003589,60,False,genuine_spurious,,,,,
A003619,50,True,truncation_artifact,5.0,2.0,324.0,1.0,
A003630,55,False,genuine_spurious,,,,,
A003636,102,False,genuine_spurious,,,,,
A003638,75,False,genuine_spurious,,,,,
A003639,104,False,genuine_spurious,,,,,
A003648,104,False,genuine_spurious,,,,,
A003650,105,False,genuine_spurious,,,,,
A003652,105,False,genuine_spurious,,,,,
A003726,60,False,genuine_spurious,,,,,
A003796,69,False,genuine_spurious,,,,,
A003893,105,False,genuine_spurious,,,,,
A003896,30,False,undetermined,,,,,
A003964,70,False,genuine_spurious,,,,,
A004014,58,False,genuine_spurious,,,,,
A004052,44,False,genuine_spurious,,,,,
A004084,54,False,genuine_spurious,,,,,
A004086,75,False,genuine_spurious,,,,,
A004090,68,False,genuine_spurious,,,,,
A004091,48,False,genuine_spurious,,,,,
A004151,120,False,genuine_spurious,,,,,
A004162,77,False,genuine_spurious,,,,,
A004170,36,False,undetermined,,,,,
A004182,73,False,genuine_spurious,,,,,
A004183,72,False,genuine_spurious,,,,,
A004184,72,False,genuine_spurious,,,,,
A004185,75,False,genuine_spurious,,,,,
A004186,73,False,genuine_spurious,,,,,
A004195,35,False,undetermined,,,,,
A004215,55,False,genuine_spurious,,,,,
A004426,108,False,genuine_spurious,,,,,
A004427,108,False,genuine_spurious,,,,,
A004428,108,False,genuine_spurious,,,,,
A004429,108,False,genuine_spurious,,,,,
A004430,108,False,genuine_spurious,,,,,
A004437,56,False,genuine_spurious,,,,,
A004440,89,False,genuine_spurious,,,,,
A004448,83,False,genuine_spurious,,,,,
A004449,67,False,genuine_spurious,,,,,
A004452,67,False,genuine_spurious,,,,,
A004461,67,False,genuine_spurious,,,,,
A004464,67,False,genuine_spurious,,,,,
A004465,67,False,genuine_spurious,,,,,
A004499,68,False,genuine_spurious,,,,,
A004500,68,False,genuine_spurious,,,,,
A004514,73,False,genuine_spurious,,,,,
A004515,56,False,genuine_spurious,,,,,
A004516,68,False,genuine_spurious,,,,,
A004530,122,False,genuine_spurious,,,,,
A004611,55,False,genuine_spurious,,,,,
A004692,39,False,undetermined,,,,,
A004699,43,False,genuine_spurious,,,,,
A004709,72,False,genuine_spurious,,,,,
A004719,120,False,genuine_spurious,,,,,
A004720,74,False,genuine_spurious,,,,,
A004721,74,False,genuine_spurious,,,,,
A004726,72,False,genuine_spurious,,,,,
A004727,71,False,genuine_spurious,,,,,
A004728,71,False,genuine_spurious,,,,,
A004744,67,False,genuine_spurious,,,,,
A004745,67,False,genuine_spurious,,,,,
A004746,68,False,genuine_spurious,,,,,
A004765,69,False,genuine_spurious,,,,,
A004774,69,False,genuine_spurious,,,,,
A004775,69,False,genuine_spurious,,,,,
A004777,69,False,genuine_spurious,,,,,
A004806,36,False,undetermined,,,,,
A004807,37,False,undetermined,,,,,
A004817,35,False,undetermined,,,,,
A004818,36,False,undetermined,,,,,
A004828,66,False,genuine_spurious,,,,,
A004835,63,False,genuine_spurious,,,,,
A004836,54,False,genuine_spurious,,,,,
A004837,55,False,genuine_spurious,,,,,
A004838,57,False,genuine_spurious,,,,,
A004846,49,False,genuine_spurious,,,,,
A004847,50,False,genuine_spurious,,,,,
A004848,51,False,genuine_spurious,,,,,
A004849,52,False,genuine_spurious,,,,,
A004857,47,False,genuine_spurious,,,,,
A004858,48,False,genuine_spurious,,,,,
A004859,48,False,genuine_spurious,,,,,
A004860,49,False,genuine_spurious,,,,,
A004868,50,False,genuine_spurious,,,,,
A004869,52,False,genuine_spurious,,,,,
A004870,54,False,genuine_spurious,,,,,
A004871,55,False,genuine_spurious,,,,,
A004879,40,False,genuine_spurious,,,,,
A004880,42,False,genuine_spurious,,,,,
A004881,51,False,genuine_spurious,,,,,
A004882,44,False,genuine_spurious,,,,,
A004890,44,False,genuine_spurious,,,,,
A004891,36,False,undetermined,,,,,
A004892,40,False,genuine_spurious,,,,,
A004893,50,False,genuine_spurious,,,,,
A004901,43,False,genuine_spurious,,,,,
A004902,36,False,undetermined,,,,,
A004903,39,False,undetermined,,,,,
A004904,39,False,undetermined,,,,,
A004912,40,False,genuine_spurious,,,,,
A004913,42,False,genuine_spurious,,,,,
A004914,45,False,genuine_spurious,,,,,
A004915,34,True,truncation_artifact,5.0,3.0,540.0,3.0,
A004959,46,False,genuine_spurious,,,,,
A005050,66,False,genuine_spurious,,,,,
A005070,111,False,genuine_spurious,,,,,
A005071,91,False,genuine_spurious,,,,,
A005072,79,False,genuine_spurious,,,,,
A005073,74,False,genuine_spurious,,,,,
A005088,91,False,genuine_spurious,,,,,
A005100,66,False,genuine_spurious,,,,,
A005136,34,False,undetermined,,,,,
A005153,60,False,genuine_spurious,,,,,
A005181,40,False,genuine_spurious,,,,,
A005188,37,False,undetermined,,,,,
A005231,38,False,undetermined,,,,,
A005349,61,False,genuine_spurious,,,,,
A005379,74,False,genuine_spurious,,,,,
A005472,67,False,genuine_spurious,,,,,
A005496,38,False,undetermined,,,,,
A005524,69,False,genuine_spurious,,,,,
A005555,63,False,genuine_spurious,,,,,
A005599,83,False,genuine_spurious,,,,,
A005630,30,False,undetermined,,,,,
A005709,55,False,genuine_spurious,,,,,
A005710,56,False,genuine_spurious,,,,,
A005711,57,False,genuine_spurious,,,,,
A005813,66,False,genuine_spurious,,,,,
A005838,70,False,genuine_spurious,,,,,
A005842,56,False,genuine_spurious,,,,,
A005848,30,False,undetermined,,,,,
A005857,32,False,undetermined,,,,,
A005871,136,False,genuine_spurious,,,,,
A005888,130,False,genuine_spurious,,,,,
A005929,105,False,genuine_spurious,,,,,
A005934,40,False,genuine_spurious,,,,,
A006092,46,False,genuine_spurious,,,,,
A006211,35,False,undetermined,,,,,
A006337,105,False,genuine_spurious,,,,,
A006803,35,False,undetermined,,,,,
A006851,37,False,undetermined,,,,,
A006958,32,False,undetermined,,,,,
A006983,37,False,undetermined,,,,,
A006991,59,False,genuine_spurious,,,,,
A007055,42,False,genuine_spurious,,,,,
A007059,36,False,undetermined,,,,,
A007064,52,False,genuine_spurious,,,,,
A007072,57,False,genuine_spurious,,,,,
A007073,57,False,genuine_spurious,,,,,
A007093,64,False,genuine_spurious,,,,,
A007094,74,False,genuine_spurious,,,,,
A007095,77,False,genuine_spurious,,,,,
A007208,71,False,genuine_spurious,,,,,
A007270,44,False,genuine_spurious,,,,,
A007271,42,False,genuine_spurious,,,,,
A007294,59,False,genuine_spurious,,,,,
A007298,60,False,genuine_spurious,,,,,
A007326,48,False,genuine_spurious,,,,,
A007333,50,True,truncation_artifact,6.0,2.0,672.0,1.0,
A007376,106,False,genuine_spurious,,,,,
A007377,36,False,undetermined,,,,,
A007385,53,False,genuine_spurious,,,,,
A007386,56,False,genuine_spurious,,,,,
A007388,53,False,genuine_spurious,,,,,
A007389,60,False,genuine_spurious,,,,,
A007392,51,False,genuine_spurious,,,,,
A007393,54,False,genuine_spurious,,,,,
A007394,58,False,genuine_spurious,,,,,
A007448,71,False,genuine_spurious,,,,,
A007532,50,False,genuine_spurious,,,,,
A007538,84,False,genuine_spurious,,,,,
A007602,53,False,genuine_spurious,,,,,
A007603,73,False,genuine_spurious,,,,,
A007623,51,False,genuine_spurious,,,,,
A007635,48,False,genuine_spurious,,,,,
A007637,43,False,genuine_spurious,,,,,
A007639,45,False,genuine_spurious,,,,,
A007732,90,False,genuine_spurious,,,,,
A007737,88,False,genuine_spurious,,,,,
A007813,78,False,genuine_spurious,,,,,
A007887,81,False,genuine_spurious,,,,,
A007922,78,False,genuine_spurious,,,,,
A007932,52,False,genuine_spurious,,,,,
A007948,73,False,genuine_spurious,,,,,
A007953,88,False,genuine_spurious,,,,,
A007954,108,False,genuine_spurious,,,,,
A007963,78,False,genuine_spurious,,,,,
A007964,65,False,genuine_spurious,,,,,
A008086,49,False,genuine_spurious,,,,,
A008284,105,False,genuine_spurious,,,,,
A008287,70,False,genuine_spurious,,,,,
A008289,91,False,genuine_spurious,,,,,
A008326,66,False,genuine_spurious,,,,,
A008327,72,False,genuine_spurious,,,,,
A008330,70,False,genuine_spurious,,,,,
A008406,79,False,genuine_spurious,,,,,
A008435,60,False,genuine_spurious,,,,,
A008436,57,False,genuine_spurious,,,,,
A008437,105,False,genuine_spurious,,,,,
A008521,69,False,genuine_spurious,,,,,
A008536,65,False,genuine_spurious,,,,,
A008550,66,False,genuine_spurious,,,,,
A008609,38,False,undetermined,,,,,
A008617,78,False,genuine_spurious,,,,,
A008618,78,False,genuine_spurious,,,,,
A008626,102,False,genuine_spurious,,,,,
A008651,106,False,genuine_spurious,,,,,
A008668,76,False,genuine_spurious,,,,,
A008725,62,False,genuine_spurious,,,,,
A008767,70,False,genuine_spurious,,,,,
A008803,75,False,genuine_spurious,,,,,
A008834,81,False,genuine_spurious,,,,,
A008838,71,False,genuine_spurious,,,,,
A008857,72,False,genuine_spurious,,,,,
A008874,59,False,genuine_spurious,,,,,
A008875,58,False,genuine_spurious,,,,,
A008881,47,False,genuine_spurious,,,,,
A008896,49,False,genuine_spurious,,,,,
A008899,49,False,genuine_spurious,,,,,
A008920,45,False,genuine_spurious,,,,,
A008924,49,False,genuine_spurious,,,,,
A008925,46,False,genuine_spurious,,,,,
A008963,99,False,genuine_spurious,,,,,
A008967,100,False,genuine_spurious,,,,,
A008968,94,False,genuine_spurious,,,,,
A009101,59,False,genuine_spurious,,,,,
A009641,45,False,genuine_spurious,,,,,
A009694,46,False,genuine_spurious,,,,,
A009714,45,False,genuine_spurious,,,,,
A009993,66,False,genuine_spurious,,,,,
A009994,65,False,genuine_spurious,,,,,
A009995,69,False,genuine_spurious,,,,,
A009996,70,False,genuine_spurious,,,,,
A010048,66,False,genuine_spurious,,,,,
A010064,57,False,genuine_spurious,,,,,
A010072,53,False,genuine_spurious,,,,,
A010073,83,False,genuine_spurious,,,,,
A010074,75,False,genuine_spurious,,,,,
A010075,96,False,genuine_spurious,,,,,
A010076,75,False,genuine_spurious,,,,,
A010077,75,False,genuine_spurious,,,,,
A010103,52,False,genuine_spurious,,,,,
A010104,69,False,genuine_spurious,,,,,
A010105,44,False,genuine_spurious,,,,,
A010106,59,False,genuine_spurious,,,,,
A010108,55,False,genuine_spurious,,,,,
A010109,66,False,genuine_spurious,,,,,
A010110,47,False,genuine_spurious,,,,,
A010112,38,False,undetermined,,,,,
A010114,43,False,genuine_spurious,,,,,
A010116,44,False,genuine_spurious,,,,,
A010117,56,False,genuine_spurious,,,,,
A010119,49,False,genuine_spurious,,,,,
A010143,77,False,genuine_spurious,,,,,
A010194,77,False,genuine_spurious,,,,,
A010351,32,False,undetermined,,,,,
A010352,30,False,undetermined,,,,,
A010353,36,False,undetermined,,,,,
A010354,37,False,undetermined,,,,,
A010358,78,False,genuine_spurious,,,,,
A010432,36,False,undetermined,,,,,
A010459,44,False,genuine_spurious,,,,,
A010747,34,False,undetermined,,,,,
A010750,32,False,undetermined,,,,,
A010785,52,False,genuine_spurious,,,,,
A010876,105,False,genuine_spurious,,,,,
A010877,81,False,genuine_spurious,,,,,
A010878,105,False,genuine_spurious,,,,,
A010879,81,False,genuine_spurious,,,,,
A010880,78,False,genuine_spurious,,,,,
A010881,84,False,genuine_spurious,,,,,
A010886,81,False,genuine_spurious,,,,,
A010887,81,False,genuine_spurious,,,,,
A010888,105,False,genuine_spurious,,,,,
A010889,101,False,genuine_spurious,,,,,
A011185,51,False,genuine_spurious,,,,,
A011533,53,False,genuine_spurious,,,,,
A011537,56,False,genuine_spurious,,,,,
A011538,56,False,genuine_spurious,,,,,
A011597,81,False,genuine_spurious,,,,,
A011620,81,False,genuine_spurious,,,,,
A011629,81,False,genuine_spurious,,,,,
A011630,81,False,genuine_spurious,,,,,
A011639,49,False,genuine_spurious,,,,,
A011642,61,False,genuine_spurious,,,,,
A011651,41,False,genuine_spurious,,,,,
A011654,97,False,genuine_spurious,,,,,
A011659,81,False,genuine_spurious,,,,,
A011667,81,False,genuine_spurious,,,,,
A011673,81,False,genuine_spurious,,,,,
A011674,102,False,genuine_spurious,,,,,
A011675,102,False,genuine_spurious,,,,,
A011676,102,False,genuine_spurious,,,,,
A011677,102,False,genuine_spurious,,,,,
A011678,102,False,genuine_spurious,,,,,
A011679,102,False,genuine_spurious,,,,,
A011680,102,False,genuine_spurious,,,,,
A011681,102,False,genuine_spurious,,,,,
A011682,102,False,genuine_spurious,,,,,
A011683,102,False,genuine_spurious,,,,,
A011684,102,False,genuine_spurious,,,,,
A011685,102,False,genuine_spurious,,,,,
A011686,102,False,genuine_spurious,,,,,
A011687,102,False,genuine_spurious,,,,,
A011688,102,False,genuine_spurious,,,,,
A011689,102,False,genuine_spurious,,,,,
A011690,102,False,genuine_spurious,,,,,
A011691,102,False,genuine_spurious,,,,,
A011692,81,False,genuine_spurious,,,,,
A011693,81,False,genuine_spurious,,,,,
A011694,81,False,genuine_spurious,,,,,
A011695,81,False,genuine_spurious,,,,,
A011696,81,False,genuine_spurious,,,,,
A011697,81,False,genuine_spurious,,,,,
A011698,81,False,genuine_spurious,,,,,
A011699,81,False,genuine_spurious,,,,,
A011700,81,False,genuine_spurious,,,,,
A011701,81,False,genuine_spurious,,,,,
A011702,81,False,genuine_spurious,,,,,
A011703,81,False,genuine_spurious,,,,,
A011704,81,False,genuine_spurious,,,,,
A011705,81,False,genuine_spurious,,,,,
A011706,81,False,genuine_spurious,,,,,
A011707,81,False,genuine_spurious,,,,,
A011708,81,False,genuine_spurious,,,,,
A011709,81,False,genuine_spurious,,,,,
A011710,81,False,genuine_spurious,,,,,
A011711,81,False,genuine_spurious,,,,,
A011712,81,False,genuine_spurious,,,,,
A011713,81,False,genuine_spurious,,,,,
A011714,81,False,genuine_spurious,,,,,
A011715,81,False,genuine_spurious,,,,,
A011716,81,False,genuine_spurious,,,,,
A011717,81,False,genuine_spurious,,,,,
A011718,81,False,genuine_spurious,,,,,
A011719,81,False,genuine_spurious,,,,,
A011720,81,False,genuine_spurious,,,,,
A011721,81,False,genuine_spurious,,,,,
A011722,81,False,genuine_spurious,,,,,
A011723,81,False,genuine_spurious,,,,,
A011724,81,False,genuine_spurious,,,,,
A011725,81,False,genuine_spurious,,,,,
A011726,81,False,genuine_spurious,,,,,
A011727,81,False,genuine_spurious,,,,,
A011729,81,False,genuine_spurious,,,,,
A011752,83,False,genuine_spurious,,,,,
A011766,33,True,truncation_artifact,6.0,2.0,842.0,1.0,
A011770,33,True,truncation_artifact,6.0,2.0,846.0,1.0,
A011771,33,True,truncation_artifact,5.0,3.0,714.0,1.0,
A011793,83,False,genuine_spurious,,,,,
A011797,37,False,undetermined,,,,,
A011843,46,False,genuine_spurious,,,,,
A011844,43,False,genuine_spurious,,,,,
A011845,42,False,genuine_spurious,,,,,
A011846,36,False,undetermined,,,,,
A011847,91,False,genuine_spurious,,,,,
A011851,47,False,genuine_spurious,,,,,
A011852,43,False,genuine_spurious,,,,,
A011853,41,False,genuine_spurious,,,,,
A011854,41,False,genuine_spurious,,,,,
A011855,41,False,genuine_spurious,,,,,
A011856,36,False,undetermined,,,,,
A011874,61,False,genuine_spurious,,,,,
A011875,69,False,genuine_spurious,,,,,
A011876,69,False,genuine_spurious,,,,,
A011877,69,False,genuine_spurious,,,,,
A011878,63,False,genuine_spurious,,,,,
A011879,63,False,genuine_spurious,,,,,
A011880,70,False,genuine_spurious,,,,,
A011881,59,False,genuine_spurious,,,,,
A011882,72,False,genuine_spurious,,,,,
A011883,72,False,genuine_spurious,,,,,
A011884,72,False,genuine_spurious,,,,,
A011885,71,False,genuine_spurious,,,,,
A011991,51,False,genuine_spurious,,,,,
A013189,67,False,genuine_spurious,,,,,
A013322,70,False,genuine_spurious,,,,,
A013595,89,False,genuine_spurious,,,,,
A013633,79,False,genuine_spurious,,,,,
A013648,51,False,genuine_spurious,,,,,
A013675,99,False,genuine_spurious,,,,,
A013676,99,False,genuine_spurious,,,,,
A013677,99,False,genuine_spurious,,,,,
A013678,99,False,genuine_spurious,,,,,
A013937,72,False,genuine_spurious,,,,,
A013941,75,False,genuine_spurious,,,,,
A013984,37,False,undetermined,,,,,
A013985,37,False,undetermined,,,,,
A013986,37,False,undetermined,,,,,
A013987,41,False,genuine_spurious,,,,,
A014004,33,False,undetermined,,,,,
A014006,33,False,undetermined,,,,,
A014009,30,False,undetermined,,,,,
A014020,81,False,genuine_spurious,,,,,
A014022,81,False,genuine_spurious,,,,,
A014025,99,False,genuine_spurious,,,,,
A014029,81,False,genuine_spurious,,,,,
A014031,81,False,genuine_spurious,,,,,
A014035,81,False,genuine_spurious,,,,,
A014037,81,False,genuine_spurious,,,,,
A014045,81,False,genuine_spurious,,,,,
A014049,81,False,genuine_spurious,,,,,
A014054,81,False,genuine_spurious,,,,,
A014072,81,False,genuine_spurious,,,,,
A014074,81,False,genuine_spurious,,,,,
A014078,81,False,genuine_spurious,,,,,
A014082,105,False,genuine_spurious,,,,,
A014086,81,False,genuine_spurious,,,,,
A014091,71,False,genuine_spurious,,,,,
A014093,81,False,genuine_spurious,,,,,
A014094,81,True,truncation_artifact,1.0,3.0,132.0,3.0,
A014099,81,False,genuine_spurious,,,,,
A014100,81,True,truncation_artifact,1.0,3.0,132.0,3.0,
A014104,81,True,truncation_artifact,1.0,3.0,136.0,3.0,
A014124,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014128,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014129,81,False,genuine_spurious,,,,,
A014133,67,False,genuine_spurious,,,,,
A014135,81,False,genuine_spurious,,,,,
A014139,81,False,genuine_spurious,,,,,
A014141,81,False,genuine_spurious,,,,,
A014142,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014147,81,False,genuine_spurious,,,,,
A014149,81,False,genuine_spurious,,,,,
A014152,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014157,58,False,genuine_spurious,,,,,
A014163,81,False,genuine_spurious,,,,,
A014174,81,False,genuine_spurious,,,,,
A014179,81,True,truncation_artifact,1.0,3.0,132.0,3.0,
A014181,44,False,genuine_spurious,,,,,
A014186,42,False,genuine_spurious,,,,,
A014191,81,True,truncation_artifact,1.0,3.0,132.0,3.0,
A014196,81,True,truncation_artifact,1.0,3.0,144.0,3.0,
A014199,81,True,truncation_artifact,1.0,3.0,136.0,3.0,
A014239,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014240,81,False,genuine_spurious,,,,,
A014247,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014258,37,False,undetermined,,,,,
A014259,39,False,undetermined,,,,,
A014260,37,False,undetermined,,,,,
A014275,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014282,81,False,genuine_spurious,,,,,
A014289,81,False,genuine_spurious,,,,,
A014295,81,True,truncation_artifact,1.0,3.0,140.0,3.0,
A014324,81,False,genuine_spurious,,,,,
A014339,81,False,genuine_spurious,,,,,
A014366,81,False,genuine_spurious,,,,,
A014383,81,True,truncation_artifact,1.0,3.0,144.0,3.0,
A014393,69,False,genuine_spurious,,,,,
A014407,60,False,genuine_spurious,,,,,
A014408,81,False,genuine_spurious,,,,,
A014421,72,False,genuine_spurious,,,,,
A014438,81,False,genuine_spurious,,,,,
A014459,51,False,genuine_spurious,,,,,
A014471,81,False,genuine_spurious,,,,,
A014491,98,False,genuine_spurious,,,,,
A014492,81,False,genuine_spurious,,,,,
A014534,81,False,genuine_spurious,,,,,
A014548,81,False,genuine_spurious,,,,,
A014555,81,False,genuine_spurious,,,,,
A014570,81,False,genuine_spurious,,,,,
A014578,99,False,genuine_spurious,,,,,
A014586,99,False,genuine_spurious,,,,,
A014589,98,False,genuine_spurious,,,,,
A014600,97,False,genuine_spurious,,,,,
A014618,81,False,genuine_spurious,,,,,
A014636,81,False,genuine_spurious,,,,,
A014639,81,False,genuine_spurious,,,,,
A014646,81,False,genuine_spurious,,,,,
A014649,94,False,genuine_spurious,,,,,
A014651,83,False,genuine_spurious,,,,,
A014660,81,False,genuine_spurious,,,,,
A014671,71,False,genuine_spurious,,,,,
A014672,81,False,genuine_spurious,,,,,
A014677,92,False,genuine_spurious,,,,,
A014678,67,False,genuine_spurious,,,,,
A014723,81,False,genuine_spurious,,,,,
A014724,81,False,genuine_spurious,,,,,
A014726,54,False,genuine_spurious,,,,,
A014734,41,False,genuine_spurious,,,,,
A014744,81,False,genuine_spurious,,,,,
A014750,81,False,genuine_spurious,,,,,
A014768,81,False,genuine_spurious,,,,,
A014786,81,False,genuine_spurious,,,,,
