revises,MAE,n,exact_n,exact_rate,within1_n,within1_rate
False,0.11359026369168357,2465.0,2265.0,0.9188640973630832,2440.0,0.9898580121703854
True,4.374603174603174,3040.0,0.0,0.0,153.0,0.05032894736842105
