anum,n_terms,max_digit_len,wall_s,cpu_s,full_fit,prefix_only,n_struct_rev,error
A208613,56,4,20.130731299999752,6.671875,False,False,0,
A208974,31,8,2.6491353999999774,0.984375,False,False,0,
A210845,60,3,20.193845699999656,7.859375,False,True,1,
A211006,60,4,18.123189100000673,8.421875,False,False,0,
A211015,60,1,11.874489900000299,7.25,False,False,0,
A211274,56,3,9.243901200000437,6.609375,False,False,0,
A211381,42,6,24.91656150000017,9.28125,True,False,1,
A212021,46,4,9.9800953999993,4.171875,False,False,0,
A213056,60,2,23.890441399999872,7.890625,False,False,0,
A214047,50,3,13.34419330000037,5.125,False,False,0,
A215461,60,2,17.558792799999537,6.40625,False,False,0,
A216223,52,6,15.594645499999388,5.375,False,False,0,
A222414,60,3,23.755756100000326,8.53125,False,False,0,
A224214,51,4,13.468177799999467,4.5625,False,False,0,
A224237,60,1,26.750044600000365,8.453125,False,False,0,
A225447,60,1,31.95305349999944,10.1875,False,False,0,
A226166,60,1,17.19710319999922,7.140625,False,False,0,
A226691,60,2,29.632267099999808,9.65625,False,False,0,
A227784,60,2,20.693354,7.890625,False,False,0,
A228324,46,4,17.801532299999963,4.875,False,False,0,
A228623,60,9,21.452017099999466,6.5,False,False,0,
A230407,60,2,23.716611700000612,8.484375,False,False,0,
A231626,54,3,16.371994600000107,6.765625,False,False,0,
A231932,60,4,12.097941199999696,7.90625,False,False,0,
